call_id,start_time,end_time,duration,transcript
TMG01_Mix_Fixed_681d0,13 min 10 sec,13 min 12 sec,1.98,แล้วตอนแรกอยากจะซื้อนู่นซื้อนี่
TMG01_Mix_Fixed_681d0,13 min 12 sec,13 min 16 sec,3.66,เกิดวิกฤตในช่วง 2 เดือนเราก็ไม่แน่ใจว่ะ
TMG01_Mix_Fixed_681d0,13 min 16 sec,13 min 19 sec,3.03,เก็บเงินสดไว้ดีกว่าก็เลยมีคำว่า Cash is King
TMG01_Mix_Fixed_681d0,13 min 19 sec,13 min 21 sec,1.44,ฝนก็อาบเก็บเอาไว้
TMG01_Mix_Fixed_681d0,13 min 21 sec,13 min 22 sec,1.23,ธุรกิจก็อาจจะ
TMG01_Mix_Fixed_681d0,13 min 23 sec,13 min 27 sec,4.53,ชะลอหรือว่าเลื่อนการลงทุนออกไปก่อนอันนี้เห็นแต่จะมีอีกกลุ่มนึงครับ
TMG01_Mix_Fixed_681d0,13 min 28 sec,13 min 29 sec,1.53,กลุ่มนี้เป็นกลุ่มชอบเสี่ยง
TMG01_Mix_Fixed_681d0,13 min 30 sec,13 min 31 sec,1.62,หรือว่าเป็นกลุ่มที่ค่อนข้างจะ
TMG01_Mix_Fixed_681d0,13 min 32 sec,13 min 36 sec,4.86,มั่นใจว่าเราอยู่ในช่วงเติบโตหรือเราอยู่ในช่วงที่จะต้องลงทุนหรือ
TMG01_Mix_Fixed_681d0,13 min 37 sec,13 min 38 sec,1.23,เกาะไปกับกระแส
TMG01_Mix_Fixed_681d0,13 min 38 sec,13 min 43 sec,4.95,doris มันมีทั้งวิกฤตและโอกาสบ้าง Sector ได้ผลกระทบเชิงบวก
TMG01_Mix_Fixed_681d0,13 min 44 sec,13 min 45 sec,1.59,เขาก็จะมองว่า
TMG01_Mix_Fixed_681d0,13 min 48 sec,13 min 49 sec,1.11,2 ถุง
TMG01_Mix_Fixed_681d0,13 min 49 sec,13 min 59 sec,10.35,ยกตัวอย่างรถเนี่ยมันลดราคาแต่ไม่เคยมีโปรขนาดนี้ก็มีเกิดเช่นเดียวกันครับเครื่องจักรการลงทุนต่างๆก็เกิดขึ้น
TMG01_Mix_Fixed_681d0,14 min 0 sec,14 min 3 sec,2.88,บางธุรกิจก็จะมองในลักษณะนี้ว่า
TMG01_Mix_Fixed_681d0,14 min 3 sec,14 min 4 sec,1.20,โอกาสของเขา
TMG01_Mix_Fixed_681d0,14 min 4 sec,14 min 5 sec,0.90,จะซื้อของถูก
TMG01_Mix_Fixed_681d0,14 min 6 sec,14 min 8 sec,2.49,อาจจะมีการขยายกิจการในการลงทุน
TMG01_Mix_Fixed_681d0,14 min 9 sec,14 min 10 sec,0.99,อันนี้ก็แล้วแต่
TMG01_Mix_Fixed_681d0,14 min 10 sec,14 min 11 sec,0.81,สาขาสุราษฎร์
TMG01_Mix_Fixed_681d0,14 min 12 sec,14 min 15 sec,3.15,บ่ได้คือจุดร่วมกัน 2 อย่างหลักๆในท้องตลาด
TMG01_Mix_Fixed_681d0,14 min 15 sec,14 min 16 sec,1.17,กัปตันส่วนใหญ่ทั้งหมด
TMG01_Mix_Fixed_681d0,14 min 17 sec,14 min 19 sec,2.13,บอกได้เลยว่าทุกคนจะคิดเห็นตรงกัน
TMG01_Mix_Fixed_681d0,14 min 19 sec,14 min 22 sec,3.36,ว่าเขาจะต้องมีความระมัดระวังมากขึ้น
TMG01_Mix_Fixed_681d0,14 min 23 sec,14 min 28 sec,5.28,แล้วก็อาจจะไม่ได้เหมือนกับสวิงสวายเหมือนกับ 2-3 ปีก่อนได้ไหมที่จะ
TMG01_Mix_Fixed_681d0,14 min 29 sec,14 min 30 sec,1.11,ลุยกันเยอะๆ
TMG01_Mix_Fixed_681d0,14 min 30 sec,14 min 32 sec,1.80,ก็พยายามจะรอแต่ก็
TMG01_Mix_Fixed_681d0,14 min 32 sec,14 min 37 sec,5.22,อาจจะคิดเยอะขึ้นพิจารณาเยอะขึ้นแล้วก็พยายามทำให้องค์กรตัวเบา
TMG01_Mix_Fixed_681d0,14 min 39 sec,14 min 41 sec,2.85,ตัวเบาไม่มันบอกว่ารถขนนะครับแต่ตัว Minecraft
TMG01_Mix_Fixed_681d0,14 min 42 sec,14 min 43 sec,1.68,เอาเทคโนโลยีเข้ามาช่วย
TMG01_Mix_Fixed_681d0,14 min 44 sec,14 min 45 sec,1.59,หรือทำยังไงก็ได้ให้
TMG01_Mix_Fixed_681d0,14 min 46 sec,14 min 48 sec,1.92,แน่นอนเขาเรียกว่าไอ้ตัวท็อป
TMG01_Mix_Fixed_681d0,14 min 48 sec,14 min 51 sec,3.03,ท็อปไลน์ก็คือรายได้มันไม่เข้ากำไรมันไม่ได้ไม่เข้าเป้า
TMG01_Mix_Fixed_681d0,14 min 51 sec,14 min 53 sec,1.53,ที่ทำได้คือการทำลาย
TMG01_Mix_Fixed_681d0,14 min 53 sec,14 min 56 sec,2.55,ตรวจต้นทุนถ้าต้นทุน
TMG01_Mix_Fixed_681d0,14 min 56 sec,14 min 58 sec,1.77,กดลงไปให้มากที่สุดได้
TMG01_Mix_Fixed_681d0,14 min 58 sec,15 min 0 sec,1.98,อย่างน้อย margin เราก็ได้มากกว่า
TMG01_Mix_Fixed_681d0,15 min 1 sec,15 min 11 sec,9.69,อันนี้มันเรื่องของ product activity เรื่องของการออพติไมซ์ให้ต้นทุนมันดีที่สุดก็จะเป็นส่วนที่ผมก็ทำเท่ากันถ้าเหมือนกันเลยไม่มีที่ไหนไม่ทำ
TMG01_Mix_Fixed_681d0,15 min 11 sec,15 min 14 sec,3.27,อันนี้จะเป็นภาพรวมที่เห็นในตลาดทั้งหมด
TMG01_Mix_Fixed_681d0,15 min 15 sec,15 min 16 sec,0.84,
TMG01_Mix_Fixed_681d0,15 min 16 sec,15 min 19 sec,3.09,แล้วก็ต้องบอกว่าแน่
TMG01_Mix_Fixed_681d0,15 min 55 sec,15 min 56 sec,1.59,การบริหารเงินของเราเป็นยังไง
TMG01_Mix_Fixed_681d0,15 min 56 sec,16 min 2 sec,5.52,ใช่ครับเขาได้รับอานิสงส์จาก 400 พอสมควรครับ
TMG01_Mix_Fixed_681d0,16 min 2 sec,16 min 11 sec,9.06,วิกฤตทั้งนั้นเลยทำให้โอเป็นคนขี้ระแวงเลยเดินไปไหนจะต้องมองซ้ายมองขวา
TMG01_Mix_Fixed_681d0,16 min 30 sec,16 min 31 sec,0.90,เชิญมองว่า
TMG01_Mix_Fixed_681d0,16 min 31 sec,16 min 33 sec,1.59,ในเวลานี้ที่เรากำลังคุยกันอยู่
TMG01_Mix_Fixed_681d0,16 min 33 sec,16 min 34 sec,1.05,ภาพรวมของไทย
TMG01_Mix_Fixed_681d0,16 min 34 sec,16 min 38 sec,3.78,มันมีภาษีดีกว่าหรือยังมีจุดที่ยังต้องคอยระมัดระวัง
TMG01_Mix_Fixed_681d0,16 min 38 sec,16 min 40 sec,1.26,ข่าวเกี่ยวกับเศรษฐกิจ
TMG01_Mix_Fixed_681d0,16 min 40 sec,16 min 47 sec,6.39,ผมว่ามันมีมันมีสองมุมนะตอนนี้โลกเศรษฐกิจเนี่ยเท่าที่ผมได้คุยกับนักเศรษฐศาสตร์
TMG01_Mix_Fixed_681d0,16 min 47 sec,16 min 49 sec,1.89,นักเรียนเก่งๆนะครับ
TMG01_Mix_Fixed_681d0,16 min 50 sec,16 min 51 sec,1.11,ทวิภพนิดๆ
TMG01_Mix_Fixed_681d0,16 min 52 sec,16 min 57 sec,5.49,ผมว่าตอนนี้มันเริ่มมันเริ่มมาเลยหรือว่า
TMG01_Mix_Fixed_681d0,16 min 57 sec,17 min 1 sec,3.36,ก่อนอื่นที่จะไปเล่าในไงวะประเทศไทยกับต่างประเทศแล้วกัน
TMG01_Mix_Fixed_681d0,17 min 1 sec,17 min 4 sec,3.06,ภาพรวมของตลาดก่อนตอนนี้มันมี
TMG01_Mix_Fixed_681d0,17 min 5 sec,17 min 7 sec,2.43,ลักษณะที่เป็นตลาดทุนหรือตลาดการเงิน
TMG01_Mix_Fixed_681d0,17 min 8 sec,17 min 10 sec,2.79,1 อันก็คือในไม่ว่าจะเป็นกองทุน
TMG01_Mix_Fixed_681d0,17 min 11 sec,17 min 12 sec,1.14,จะเป็นเรื่องหุ้น
TMG01_Mix_Fixed_681d0,17 min 14 sec,17 min 15 sec,1.47,อีก 1 เทอม
TMG01_Mix_Fixed_681d0,17 min 15 sec,17 min 21 sec,5.67,ก็คือ SME ปากท้องธุรกิจที่จับต้องได้จริงๆที่เราเห็นเงินที่มันหมุนจริงๆ
TMG01_Mix_Fixed_681d0,17 min 23 sec,17 min 24 sec,1.26,มันเริ่มเบื่อ
TMG01_Mix_Fixed_681d0,17 min 25 sec,17 min 26 sec,1.05,สังเกตไหมครับว่า
TMG01_Mix_Fixed_681d0,17 min 26 sec,17 min 28 sec,2.07,มีช่วงหนึ่งที่เรางง
TMG01_Mix_Fixed_681d0,17 min 29 sec,17 min 30 sec,0.87,หุ้นขึ้น
TMG01_Mix_Fixed_681d0,17 min 30 sec,17 min 38 sec,7.47,ขึ้นจนดับเมื่อกี้พี่หนุ่มบอกบัวหรือเปล่าขึ้นไปเรื่อยๆขึ้นไปเรื่อยๆแต่ทำไมเวลาประกาศดีๆดิมันลดลง
TMG01_Mix_Fixed_681d0,17 min 38 sec,17 min 39 sec,1.17,ทำไมมันสวนทางกัน
TMG01_Mix_Fixed_681d0,17 min 39 sec,17 min 46 sec,6.63,ซึ่งล่าสุดในประเทศสัมภาษณ์นักเศรษฐศาสตร์มซึ่งก็อธิบายได้ดีมากมันคือคำที่เรียกว่ากับดักสภาพคล่อง
TMG01_Mix_Fixed_681d0,17 min 47 sec,17 min 48 sec,1.50,ความหมายอธิบายง่ายๆคือว่า
TMG01_Mix_Fixed_681d0,17 min 48 sec,17 min 50 sec,1.29,ตลาดการเงินตอนนี้
TMG01_Mix_Fixed_681d0,17 min 50 sec,17 min 53 sec,3.42,รัฐบาลหรือว่าทางธนาคารกลางพยายามจะอัดฉีด
TMG01_Mix_Fixed_681d0,17 min 54 sec,17 min 56 sec,2.01,ให้เกิดสภาพคล่องให้ได้มากที่สุด
TMG01_Mix_Fixed_681d0,17 min 56 sec,17 min 57 sec,1.23,เต้นรถดอกเบี้ย
TMG01_Mix_Fixed_681d0,17 min 58 sec,18 min 2 sec,3.81,นโยบายเพื่อให้คนนั้นสามารถที่จะกระตุ้นการจับจ่ายใช้สอย
TMG01_Mix_Fixed_681d0,18 min 2 sec,18 min 5 sec,2.34,ในขณะเดียวกันก็อัดฉีดเงินเข้ามาในระบบ
TMG01_Mix_Fixed_681d0,18 min 5 sec,18 min 6 sec,1.17,มากขึ้นมากขึ้น
TMG01_Mix_Fixed_681d0,18 min 7 sec,18 min 11 sec,4.02,ทำให้สภาพคล่องในตลาดการเงินการลงทุน
TMG01_Mix_Fixed_681d0,18 min 14 sec,18 min 19 sec,4.71,ความน่าสนใจก็คือเงินเหล่านั้นที่มันโปรยลงมาเนี่ยมันโปรยลงมา
TMG01_Mix_Fixed_681d0,18 min 19 sec,18 min 20 sec,0.99,มันไม่ไปถึง
TMG01_Mix_Fixed_681d0,18 min 21 sec,18 min 22 sec,1.14,พวกเราจริงๆคนที่
TMG01_Mix_Fixed_681d0,18 min 22 sec,18 min 24 sec,1.92,อยู่บนโต๊ะอยู่บนดินมันไม่
TMG01_Mix_Fixed_681d0,18 min 25 sec,18 min 27 sec,2.40,ก็เลยทำให้ที่โรงแรมยังไม่เปิดเลย
TMG01_Mix_Fixed_681d0,18 min 28 sec,18 min 35 sec,7.74,ไม่ครับใส่แล้วบางทีก็เห็นไอ้ตัวโครงการเที่ยวปันสุขมาก็ดูดีขึ้นนะนุ่นนี่นั่นแต่
TMG01_Mix_Fixed_681d0,18 min 37 sec,18 min 40 sec,3.09,โรงเรียนยังไม่เปิดเลยนะครับหลายที่
TMG01_Mix_Fixed_681d0,18 min 40 sec,18 min 43 sec,3.27,พี่ก็พูดเหมือนกันผมคุยกับผู้การที่ไหนก็เหมือนกันบอกว่า
TMG01_Mix_Fixed_681d0,18 min 44 sec,18 min 49 sec,5.07,เต็มที่ช่วงเวลานี้ 20 30 เปอร์เซ็นต์จะมาถึงครึ่งได้ก็เก่งแล้วมันจะค่อยๆกลับมา
TMG01_Mix_Fixed_681d0,18 min 49 sec,18 min 53 sec,3.36,เพราะฉะนั้นภาพมันเลยเป็นภาพจริงๆทวิภพหน่อย
TMG01_Mix_Fixed_681d0,18 min 53 sec,18 min 55 sec,2.01,โลกสองโลกนี้เกิดขึ้น
TMG01_Mix_Fixed_681d0,18 min 55 sec,18 min 59 sec,3.60,จะรักก็เป็นอย่างนี้เหมือนกันเพราะว่าธนาคารกลางหรือเสร็จเขาก็อัดฉีด
TMG01_Mix_Fixed_681d0,19 min 1 sec,19 min 3 sec,2.28,หรือว่าเวลามีข่าวดีเรื่องวัคซีนคนก็
TMG01_Mix_Fixed_681d0,19 min 3 sec,19 min 6 sec,2.46,แต่ในขณะเดียวกันไปดู
TMG01_Mix_Fixed_681d0,19 min 6 sec,19 min 8 sec,1.47,ภาพเศรษฐกิจจริง
TMG01_Mix_Fixed_681d0,19 min 8 sec,19 min 12 sec,4.23,ร้านทำมาค้าขายซื้อขายกันจริงๆอ่ะมันมันยังไม่เป็นภาพลักษณะ
TMG01_Mix_Fixed_681d0,19 min 14 sec,19 min 17 sec,2.94,เขาเรียกว่ามันติดกับดักสภาพคล่องก็เหมือนจะคล่อง
TMG01_Mix_Fixed_681d0,19 min 18 sec,19 min 19 sec,1.86,จริงๆพวกเรายังยังไม่ได้
TMG01_Mix_Fixed_681d0,19 min 20 sec,19 min 24 sec,3.99,มีเอฟเฟคการใช้เงินที่ไหนส่งต่อเป็นทอดๆ
TMG01_Mix_Fixed_681d0,19 min 24 sec,19 min 25 sec,0.84,อันนี้คืออันที่ 1
TMG01_Mix_Fixed_681d0,19 min 25 sec,19 min 26 sec,1.20,เพิ่งจะได้เห็นภาพ
TMG01_Mix_Fixed_681d0,19 min 27 sec,19 min 29 sec,1.83,หลังจากนี้ต้องระมัดระวัง
TMG01_Mix_Fixed_681d0,19 min 29 sec,19 min 34 sec,4.83,ว่ามันๆมันเป็นตลาดที่วันก่อนเห็นมีภาพนึงนะครับคนแชร์กัน
TMG01_Mix_Fixed_681d0,19 min 34 sec,19 min 36 sec,2.01,ก่อนมันจะมีแบกับบลูใช่ไหม
TMG01_Mix_Fixed_681d0,19 min 37 sec,19 min 41 sec,4.17,ก็คือเอกสิทธิ์เนี่ยมัน
TMG01_Mix_Fixed_681d0,19 min 41 sec,19 min 48 sec,6.45,มันเอาเขาเนี่ยมันก็เรื่องของเรามันจบลง
TMG01_Mix_Fixed_681d0,19 min 48 sec,19 min 58 sec,10.08,เมนูมาแต่ตอนนี้มันมีอีกอันใหม่ละจิงโจ้
TMG01_Mix_Fixed_681d0,19 min 58 sec,20 min 2 sec,3.30,ขึ้นลงขึ้นลงเร็วลงเร็วมากแล้วก็
TMG01_Mix_Fixed_681d0,20 min 2 sec,20 min 3 sec,1.14,ผมว่าหลายคน
TMG01_Mix_Fixed_681d0,20 min 4 sec,20 min 6 sec,2.94,ไม่แน่ใจว่ามันจะเกิดอะไรขึ้นหลังจากนี้มันผ่านพ้นไป
TMG01_Mix_Fixed_681d0,20 min 7 sec,20 min 12 sec,5.25,อันนี้ผมว่าอันนี้อันที่ 1 ในแง่ของตลาดภาพที่เห็นว่าระมัดระวังนิดนึง
TMG01_Mix_Fixed_681d0,20 min 13 sec,20 min 16 sec,3.57,อันที่สองก็คือถ้ามองเชิงเศรษฐกิจไทยกับต่างประเทศ
TMG01_Mix_Fixed_681d0,20 min 17 sec,20 min 18 sec,1.35,ผมว่าต้องต้องมอง
TMG01_Mix_Fixed_681d0,20 min 18 sec,20 min 21 sec,2.16,ดูที่ covid19 นะเป็นตัวเบส
TMG01_Mix_Fixed_681d0,20 min 21 sec,20 min 25 sec,3.93,ต้องบินวิจารณ์วิเคราะห์กันที่ถูกวิวัฒนาการแต่ละประเทศ
TMG01_Mix_Fixed_681d0,20 min 27 sec,20 min 29 sec,1.71,ดูแลได้ดีแค่ไหนวันที่ 1
TMG01_Mix_Fixed_681d0,20 min 30 sec,20 min 38 sec,8.55,ประเทศไทยก็ต้องบอกว่าติดท็อปไฟว์นะในงานสาธารณสุขใช่ไหมครับโอ๋ทำได้มามากและหลายประเทศก็บางประเทศไต้หวันเองเกาหลีเองก็ทำได้ดี
TMG01_Mix_Fixed_681d0,20 min 39 sec,20 min 42 sec,3.18,ในประเทศทำได้ไม่ดีก็จะมีผลกระทบกับขึ้นอันนี้อันที่ 1
TMG01_Mix_Fixed_681d0,20 min 43 sec,20 min 44 sec,1.05,อันที่สองก็คือ
TMG01_Mix_Fixed_681d0,20 min 44 sec,20 min 50 sec,5.91,ส่วนผสมที่สำคัญมากและเป็นหนึ่งในสมการที่เป็นตัวแปรหลักของเศรษฐกิจจะดีหรือไม่ดีมันก็คือการอัดฉีด
TMG01_Mix_Fixed_681d0,20 min 51 sec,20 min 59 sec,7.35,มี 2 แบบคือภาคการเงินที่ผมเล่าไปแล้วก็อัดฉีดเข้ามาลดดอกเบี้ยอันนึงคือการคลังการคลังคือนโยบายแบบไอ้เหี้ยวันศุกร์นี่แหละ
TMG01_Mix_Fixed_681d0,20 min 59 sec,21 min 1 sec,1.53,ลงมาถึงเลย
TMG01_Mix_Fixed_681d0,21 min 2 sec,21 min 3 sec,1.92,แต่ละประเทศก็จะทำไม่เท่ากัน
TMG01_Mix_Fixed_681d0,21 min 4 sec,21 min 5 sec,0.84,ก็แล้วแต่ว่า
TMG01_Mix_Fixed_681d0,21 min 5 sec,21 min 7 sec,2.28,ยังไงว่าใครมีกระสุนดีกว่า
TMG01_Mix_Fixed_681d0,21 min 8 sec,21 min 9 sec,1.47,แล้วยิงได้ตรงเป้า
TMG01_Mix_Fixed_681d0,21 min 9 sec,21 min 11 sec,1.35,ยิงได้ทันใจ
TMG01_Mix_Fixed_681d0,21 min 11 sec,21 min 16 sec,4.56,ยิ่งได้รวดเร็วกว่าก็มีโอกาสที่เศรษฐกิจจะกลับฟื้นคืนกลับมา
TMG01_Mix_Fixed_681d0,21 min 16 sec,21 min 17 sec,1.02,เร็วขึ้นแต่
TMG01_Mix_Fixed_681d0,21 min 17 sec,21 min 21 sec,3.84,ภาพรวม 10 เจ็บเท่าๆกันเจ็บหนักเท่ากันหมดเลย
TMG01_Mix_Fixed_681d0,21 min 22 sec,21 min 24 sec,1.95,แต่จะกลับขึ้นมาเป็นตัววี
TMG01_Mix_Fixed_681d0,21 min 24 sec,21 min 25 sec,0.84,ตัวยู
TMG01_Mix_Fixed_681d0,21 min 25 sec,21 min 26 sec,0.96,W
TMG01_Mix_Fixed_681d0,21 min 26 sec,21 min 33 sec,6.39,L หรือไม่รู้อ่ะแล้วแต่อยู่ที่ 2 2 ปัจจัยนี้
TMG01_Mix_Fixed_681d0,21 min 33 sec,21 min 36 sec,3.33,ว่าหนึ่งก็คือโควิตจัดการได้ดีไหมสองก็คือในเรื่องของ
TMG01_Mix_Fixed_681d0,21 min 37 sec,21 min 43 sec,6.60,ภาครัฐมีส่วนมากเอกชนในเขาเขาระมัดระวังตัวอยู่แล้วแล้วเขาก็พยายามที่จะรอดูนโยบาย
TMG01_Mix_Fixed_681d0,21 min 44 sec,21 min 45 sec,1.65,ตอบแนผมก็ตอบยาก
TMG01_Mix_Fixed_681d0,21 min 46 sec,21 min 53 sec,7.05,ตอนนี้พูดตรงๆครับในแง่ของมาตรการกระตุ้นเศรษฐกิจฟื้นฟูเศรษฐกิจของแต่ละประเทศเนี่ยมันต่างกัน
TMG01_Mix_Fixed_681d0,21 min 53 sec,21 min 56 sec,2.82,ของใครเนี่ยพูดว่าเราก็ยังไม่เห็นภาพที่มันเป็น
TMG01_Mix_Fixed_681d0,21 min 56 sec,21 min 59 sec,3.06,เจนมากนะ 500 เราเห็นการเยียวยา
TMG01_Mix_Fixed_681d0,21 min 59 sec,22 min 1 sec,1.62,ชื่นชมว่าทำได้ดีมาก
TMG01_Mix_Fixed_681d0,22 min 1 sec,22 min 3 sec,1.95,เชื่อป่ะเนี่ยเริ่มเห็นแล้วอ่ะ
TMG01_Mix_Fixed_681d0,22 min 4 sec,22 min 5 sec,1.50,Ok จะเริ่มให้ทุกคนได้
TMG01_Mix_Fixed_681d0,22 min 6 sec,22 min 8 sec,2.70,เอาเงินนี่แหละไปจ่ายใช้จ่ายกับ SME และ
TMG01_Mix_Fixed_681d0,22 min 8 sec,22 min 12 sec,3.60,มาตรการต่างๆทำให้คนเริ่มกล้าที่จะใช้เงินมากขึ้น
TMG01_Mix_Fixed_681d0,22 min 12 sec,22 min 21 sec,9.24,อันนี้มันเอาไว้ก่อนแล้วแต่ว่าแต่ละประเทศจะเป็นยังไงแต่อันนี้ที่ผมคุยมาหลายคนนักธุรกิจหลายคน
TMG01_Mix_Fixed_681d0,22 min 22 sec,22 min 25 sec,3.27,ปืนใหญ่ข้างชื่อว่าไทยอ่ะมีโอกาสที่จะฟื้นกลับมาได้เร็ว
TMG01_Mix_Fixed_681d0,22 min 26 sec,22 min 30 sec,4.02,ไปต่างประเทศเนี่ยโดยเฉพาะประเทศที่โดนหนักๆอย่างยุโรปเอง
TMG01_Mix_Fixed_681d0,22 min 30 sec,22 min 31 sec,1.05,สหรัฐเอง
TMG01_Mix_Fixed_681d0,22 min 31 sec,22 min 33 sec,1.20,อาจจะเหนื่อยนิดนึง
TMG01_Mix_Fixed_681d0,22 min 33 sec,22 min 35 sec,1.89,เหนื่อยนิดนึงแต่ของเราเนี่ย
TMG01_Mix_Fixed_681d0,22 min 36 sec,22 min 38 sec,1.89,อยู่ที่ว่ากระสุนที่มี
TMG01_Mix_Fixed_681d0,22 min 39 sec,22 min 40 sec,1.11,ล่าหญิงหรือเปล่า
TMG01_Mix_Fixed_681d0,22 min 40 sec,22 min 41 sec,1.20,ยิ่งตรงเป้าหมาย
TMG01_Mix_Fixed_681d0,22 min 42 sec,22 min 46 sec,4.11,และยิ่งได้ได้ได้เร็วแค่ไหนแต่ส่วนใหญ่ก็มองตรงกันว่าใช้เวลา
TMG01_Mix_Fixed_681d0,22 min 46 sec,22 min 53 sec,6.45,ใช้เวลาปีหน้าครับค่อยว่ากันค่อยว่ากันแต่จะค่อยๆกลับมาจะเป็นวีดีโออยู่เนี่ยผมว่าอยู่ที่พักละ
TMG01_Mix_Fixed_681d0,22 min 54 sec,22 min 59 sec,4.23,ขับขี่ผมพาออกนอกประเทศไปแล้วใช่ไหมครับ
TMG01_Mix_Fixed_681d0,22 min 59 sec,23 min 3 sec,3.90,เข้ามาในประเทศไทยโดยเฉพาะตัวของคุณเคนครับ
TMG01_Mix_Fixed_681d0,23 min 3 sec,23 min 8 sec,4.44,เช่นหลังจากเจอช่วง covid ครับเรื่องการบริหารการเงินส่วนบุคคลของ
TMG01_Mix_Fixed_681d0,23 min 8 sec,23 min 20 sec,11.82,วิเชียรเป็นยังไงบ้างครับประหยัดมากขึ้นไหมทำอาหารกินเองบ่อยขึ้นไปมันจะเป็นประหยัดครับประหยัดมากขึ้นเพราะอยู่บ้านผมว่ามันใช้เงินน้อยลง
TMG01_Mix_Fixed_681d0,23 min 21 sec,23 min 23 sec,2.64,อยู่บ้านพี่มีแค่ค่าไฟกับค่า
TMG01_Mix_Fixed_681d0,23 min 25 sec,23 min 29 sec,4.92,อะไรเงี้ยที่เพิ่มขึ้นแล้วก็สั่งอาหารมากินที่บ้านแต่ตอนนี้ก็เริ่มกลับมามากขึ้นใช่ไหม
TMG01_Mix_Fixed_681d0,23 min 30 sec,23 min 32 sec,2.61,ผมใช้เงินบัตรเครดิตผมลดลงไป 2 เท่า
TMG01_Mix_Fixed_681d0,23 min 33 sec,23 min 37 sec,4.50,แล้วก็แล้วก็คือโชคดีที่บริษัทผมยังไม่ได้มีนโยบายลดเงินเดือน
TMG01_Mix_Fixed_681d0,23 min 38 sec,23 min 40 sec,2.10,ต้องพยายามออมเงินตอนนี้
TMG01_Mix_Fixed_681d0,23 min 40 sec,23 min 41 sec,1.02,ชลอ
TMG01_Mix_Fixed_681d0,23 min 41 sec,23 min 44 sec,2.43,การใช้เงินอะไรก้อนใหญ่ๆอะไรเราก็
TMG01_Mix_Fixed_681d0,23 min 44 sec,23 min 46 sec,1.65,ไม่แน่ใจแต่ตอนนี้เริ่มเริ่ม
TMG01_Mix_Fixed_681d0,23 min 47 sec,23 min 52 sec,4.71,ส่วนพอร์ตนี้ไม่ต้องถามครับช่วงที่มันลงไปก็ลงลงไปพร้อมๆกันทุกคนเลยค่ะ
TMG01_Mix_Fixed_681d0,23 min 52 sec,24 min 3 sec,11.10,ltf ลงไปลึกสุดใจสุดท้ายก็ต้องปล่อยมันไปไม่ได้หรอกครับผมไม่ได้เล่น
TMG01_Mix_Fixed_681d0,24 min 4 sec,24 min 5 sec,1.20,รถไฟเหาะอยู่แล้ว
TMG01_Mix_Fixed_681d0,24 min 5 sec,24 min 15 sec,9.42,วิธีแก้ปัญหาครับปิดแอปลบไปเลยดีกว่าครับช่วงบ่ายผมมีมีช่วงนึงใส่เพิ่ม
TMG01_Mix_Fixed_681d0,24 min 15 sec,24 min 17 sec,2.04,มีใครไปบ้างไม่ใส่บ้าง
TMG01_Mix_Fixed_681d0,24 min 17 sec,24 min 27 sec,9.36,คือถ้าคนนี้เป็นแนวแบบลงทุนแบบเหมือนกับเป็นเจ้าของเจการลงทุนสะสมยาวๆแนว vi เนี่ยเวลายอดเนี่ยก็เลยวุ่นย่อลงมาเนี่ยเขาก็จะเก็บเพิ่ม
TMG01_Mix_Fixed_681d0,24 min 27 sec,24 min 35 sec,7.74,เพราะเรามีการศึกษาและติดตามธุรกิจกลุ่มนี้ชาติหน้าถ้ายังไงได้เราก็จะใส่เงินเชื่อคุณพ่อผมเนี่ยเขาจะมีเหมือนกัน
TMG01_Mix_Fixed_681d0,24 min 36 sec,24 min 38 sec,2.04,อาการก็จะมองเป็นตัวๆไว้อยู่แล้ว
TMG01_Mix_Fixed_681d0,24 min 38 sec,24 min 39 sec,1.14,แครอท
TMG01_Mix_Fixed_681d0,24 min 39 sec,24 min 41 sec,1.23,ว่าจะเข้าไปตอนไหน
TMG01_Mix_Fixed_681d0,24 min 41 sec,24 min 42 sec,1.47,เขาก็จะมาถามว่า
TMG01_Mix_Fixed_681d0,24 min 43 sec,24 min 44 sec,0.99,ช่วงนี้มี
TMG01_Mix_Fixed_681d0,24 min 44 sec,24 min 45 sec,1.05,อะไรอยากใส่ไหม
TMG01_Mix_Fixed_681d0,24 min 46 sec,24 min 49 sec,3.51,มีตัวนี้รอดูอยู่นะอะไรเงี้ยก็จะมีอยู่บ้าง
TMG01_Mix_Fixed_681d0,24 min 51 sec,25 min 1 sec,10.20,อยากทำความรู้จักคุณพ่อเปิดรับดูแลพอร์ต
TMG01_Mix_Fixed_681d0,25 min 1 sec,25 min 4 sec,2.79,เจ็บมาเยอะเจ็บมาเยอะ
TMG01_Mix_Fixed_681d0,25 min 4 sec,25 min 6 sec,1.68,ครับครับ
TMG01_Mix_Fixed_681d0,25 min 7 sec,25 min 13 sec,5.67,ในช่วงเวลาแบบนี้เราอย่างนี้ดีกว่าในฐานะที่เคนได้คุยกับผู้บริหารมาม่า
TMG01_Mix_Fixed_681d0,25 min 14 sec,25 min 17 sec,2.88,ให้พี่เคนฟันธงให้น้องๆครับ
